"kmer.id" "j.counts" "genome" "sc3" "dif" "per" "esp_array"
"293" "10271_2" 2 257 179 78 0.696498054474708 73
"294" "10273_2" 2 2 2 0 1 1
"295" "10274_1" 1 5 5 0 1 3.66666666666667
"296" "10275_2" 2 2 2 0 1 1
"297" "10276_1" 1 1 1 0 1 1
"298" "10277_2" 2 2 2 0 1 1
"299" "10278_2" 2 14 14 0 1 5
"300" "10279_45" 45 58 57 1 0.982758620689655 1.18518518518519
"301" "1028_1" 1 136 44 92 0.323529411764706 60.3333333333333
"302" "10280_1" 1 28 28 0 1 19
"303" "10281_2" 2 42 42 0 1 14.3333333333333
"304" "10282_1" 1 1 1 0 1 1
"305" "10283_46" 46 47 47 0 1 1.01449275362319
"306" "10284_50" 50 72 71 1 0.986111111111111 1.28666666666667
"307" "10285_1" 1 59 59 0 1 39.6666666666667
"308" "10286_1" 1 4 4 0 1 3
"309" "10287_5" 5 18 17 1 0.944444444444444 2.66666666666667
"310" "10288_27" 27 76 73 3 0.960526315789474 2.17283950617284
"311" "10289_51" 51 96 90 6 0.9375 1.54901960784314
"312" "1029_1" 1 1 1 0 1 1
"313" "10290_1" 1 2 2 0 1 1.66666666666667
"314" "10291_2" 2 11 11 0 1 4
"315" "10292_27" 27 27 27 0 1 1
"316" "10293_1" 1 6 6 0 1 4.33333333333333
"317" "10294_49" 49 50 50 0 1 1.01360544217687
"318" "10295_1" 1 1 1 0 1 1
"319" "10296_1" 1 1 1 0 1 1
"320" "10297_1" 1 1 1 0 1 1
"321" "10298_1" 1 1 1 0 1 1
"322" "103_32" 32 38 38 0 1 1.125
"323" "1030_1" 1 1 1 0 1 1
"324" "10300_1" 1 3 3 0 1 2.33333333333333
"325" "10301_34" 34 39 39 0 1 1.09803921568627
"326" "10302_4" 4 15 15 0 1 2.83333333333333
"327" "10303_1" 1 6 1 5 0.166666666666667 2.66666666666667
"328" "10304_22" 22 22 22 0 1 1
"329" "10305_1" 1 1 1 0 1 1
"330" "10306_41" 41 43 43 0 1 1.03252032520325
"331" "10307_1" 1 1 1 0 1 1
"332" "10308_48" 48 49 49 0 1 1.01388888888889
"333" "10309_39" 39 40 40 0 1 1.01709401709402
"334" "1031_2" 2 2 2 0 1 1
"335" "10310_1" 1 1 1 0 1 1
"336" "10311_1" 1 5 5 0 1 3.66666666666667
"337" "10312_1" 1 1 1 0 1 1
"338" "10313_10" 10 10 10 0 1 1
"339" "10314_23" 23 26 26 0 1 1.08695652173913
"340" "10315_1" 1 1 1 0 1 1
"341" "10316_5" 5 5 5 0 1 1
"342" "10317_1" 1 2 2 0 1 1.66666666666667
"343" "10318_1" 1 1 1 0 1 1
"344" "10319_15" 15 451 288 163 0.638580931263858 16.7555555555556
"345" "1032_1" 1 3 3 0 1 2.33333333333333
"346" "10320_3" 3 3 3 0 1 1
"347" "10321_2" 2 2 2 0 1 1
"348" "10322_3" 3 5 5 0 1 1.44444444444444
"349" "10323_2" 2 24 24 0 1 8.33333333333333
"350" "10324_40" 40 162 157 5 0.969135802469136 2.99166666666667
"351" "10325_1" 1 2 1 1 0.5 1.33333333333333
"352" "10326_3" 3 3 3 0 1 1
"353" "10327_2" 2 6 6 0 1 2.33333333333333
"354" "10328_1" 1 1 1 0 1 1
"355" "10329_2" 2 2 2 0 1 1
"356" "1033_1" 1 2 2 0 1 1.66666666666667
"357" "10330_2" 2 2 2 0 1 1
"358" "10331_19" 19 39 38 1 0.974358974358974 1.68421052631579
"359" "10333_1" 1 1 1 0 1 1
"360" "10334_3" 3 3 3 0 1 1
"361" "10335_1" 1 37 37 0 1 25
"362" "10336_41" 41 46 46 0 1 1.08130081300813
"363" "10337_1" 1 29 29 0 1 19.6666666666667
"364" "10338_41" 41 193 124 69 0.642487046632124 2.91056910569106
"365" "10339_6" 6 37 37 0 1 4.44444444444444
"366" "1034_1" 1 11 11 0 1 7.66666666666667
"367" "10340_1" 1 14 14 0 1 9.66666666666667
"368" "10341_2" 2 21 21 0 1 7.33333333333333
"369" "10342_1" 1 1 1 0 1 1
"370" "10343_2" 2 46 46 0 1 15.6666666666667
"371" "10344_1" 1 47 47 0 1 31.6666666666667
"372" "10345_2" 2 4 4 0 1 1.66666666666667
"373" "10346_1" 1 1 1 0 1 1
"374" "10347_8" 8 8 8 0 1 1
"375" "10348_1" 1 1 1 0 1 1
"376" "10349_46" 46 53 53 0 1 1.10144927536232
"377" "1035_1" 1 2 2 0 1 1.66666666666667
"378" "10350_1" 1 1 1 0 1 1
"379" "10351_4" 4 4 4 0 1 1
"380" "10352_1" 1 1 1 0 1 1
"381" "10353_1" 1 1 1 0 1 1
"382" "10354_2" 2 2 2 0 1 1
"383" "10355_5" 5 5 5 0 1 1
"384" "10356_7" 7 19 17 2 0.894736842105263 2.04761904761905
"385" "10357_13" 13 13 13 0 1 1
"386" "10358_1" 1 2 2 0 1 1.66666666666667
"387" "10359_1" 1 1 1 0 1 1
"388" "1036_2" 2 3 3 0 1 1.33333333333333
"389" "10360_2" 2 59 59 0 1 20
"390" "10361_1" 1 2 1 1 0.5 1.33333333333333
"391" "10362_1" 1 1 1 0 1 1
"392" "10363_4" 4 4 4 0 1 1
"393" "10364_40" 40 51 50 1 0.980392156862745 1.175
"394" "10365_1" 1 3 3 0 1 2.33333333333333
"395" "10366_2" 2 3 3 0 1 1.33333333333333
"396" "10367_2" 2 46 46 0 1 15.6666666666667
"397" "10368_3" 3 3 3 0 1 1
"398" "1037_2" 2 54 54 0 1 18.3333333333333
"399" "10371_44" 44 228 151 77 0.662280701754386 3.20454545454545
"400" "10372_1" 1 1 1 0 1 1
"401" "10373_1" 1 28 28 0 1 19
"402" "10374_2" 2 4 3 1 0.75 1.5
"403" "10375_49" 49 66 65 1 0.984848484848485 1.22448979591837
"404" "10376_2" 2 2 2 0 1 1
"405" "10377_1" 1 1 1 0 1 1
"406" "10378_1" 1 1 1 0 1 1
"407" "10379_2" 2 2 2 0 1 1
"408" "1038_11" 11 11 11 0 1 1
"409" "10380_1" 1 31 31 0 1 21
"410" "10382_2" 2 2 2 0 1 1
"411" "10384_1" 1 1 1 0 1 1
"412" "10386_1" 1 1 1 0 1 1
"413" "10387_1" 1 1 1 0 1 1
"414" "10388_2" 2 2 2 0 1 1
"415" "10389_19" 19 26 26 0 1 1.24561403508772
"416" "1039_1" 1 1 1 0 1 1
"417" "10390_2" 2 3 3 0 1 1.33333333333333
"418" "10391_1" 1 1 1 0 1 1
"419" "10392_1" 1 1 1 0 1 1
"420" "10393_1" 1 1 1 0 1 1
"421" "10394_1" 1 1 1 0 1 1
"422" "10395_1" 1 1 1 0 1 1
"423" "10396_1" 1 1 1 0 1 1
"424" "10397_2" 2 91 86 5 0.945054945054945 29.8333333333333
"425" "10398_48" 48 54 54 0 1 1.08333333333333
"426" "10399_2" 2 2 2 0 1 1
"427" "104_2" 2 2 2 0 1 1
"428" "1040_1" 1 1 1 0 1 1
"429" "10401_1" 1 1 1 0 1 1
"430" "10402_1" 1 1 1 0 1 1
"431" "10403_1" 1 2 2 0 1 1.66666666666667
"432" "10404_1" 1 11 11 0 1 7.66666666666667
"433" "10405_1" 1 2 2 0 1 1.66666666666667
"434" "10406_1" 1 2 2 0 1 1.66666666666667
"435" "10407_1" 1 4 4 0 1 3
"436" "10408_1" 1 1 1 0 1 1
"437" "1041_1" 1 40 40 0 1 27
"438" "10410_1" 1 1 1 0 1 1
"439" "10411_7" 7 7 7 0 1 1
"440" "10412_2" 2 2 2 0 1 1
"441" "10413_1" 1 3 3 0 1 2.33333333333333
"442" "10414_2" 2 2 2 0 1 1
"443" "10415_1" 1 1 1 0 1 1
"444" "10416_1" 1 1 1 0 1 1
"445" "10417_8" 8 8 8 0 1 1
"446" "10418_1" 1 1 1 0 1 1
"447" "10419_2" 2 2 2 0 1 1
"448" "1042_1" 1 1 1 0 1 1
"449" "10420_40" 40 41 41 0 1 1.01666666666667
"450" "10421_2" 2 2 2 0 1 1
"451" "10422_1" 1 1 1 0 1 1
"452" "10423_37" 37 147 139 8 0.945578231292517 2.90990990990991
"453" "10424_1" 1 1 1 0 1 1
"454" "10425_3" 3 3 3 0 1 1
"455" "10426_1" 1 4 4 0 1 3
"456" "10427_30" 30 41 41 0 1 1.24444444444444
"457" "10428_2" 2 2 2 0 1 1
"458" "10429_1" 1 1 1 0 1 1
"459" "1043_1" 1 1 1 0 1 1
"460" "10430_3" 3 3 3 0 1 1
"461" "10431_2" 2 4 4 0 1 1.66666666666667
"462" "10432_1" 1 1 1 0 1 1
"463" "10433_1" 1 39 39 0 1 26.3333333333333
"464" "10434_41" 41 42 42 0 1 1.01626016260163
"465" "10435_1" 1 3 3 0 1 2.33333333333333
"466" "10436_1" 1 1 1 0 1 1
"467" "10437_1" 1 1 1 0 1 1
"468" "10438_4" 4 43 43 0 1 7.5
"469" "10439_1" 1 40 40 0 1 27
"470" "1044_2" 2 3 2 1 0.666666666666667 1.16666666666667
"471" "10440_3" 3 37 37 0 1 8.55555555555556
"472" "10441_1" 1 1 1 0 1 1
"473" "10442_1" 1 2 2 0 1 1.66666666666667
"474" "10443_2" 2 239 161 78 0.673640167364017 67
"475" "10444_15" 15 15 15 0 1 1
"476" "10445_5" 5 5 5 0 1 1
"477" "10446_1" 1 1 1 0 1 1
"478" "10447_1" 1 1 1 0 1 1
"479" "10448_1" 1 7 7 0 1 5
"480" "10449_1" 1 31 31 0 1 21
"481" "1045_1" 1 9 8 1 0.888888888888889 6
"482" "10450_1" 1 1 1 0 1 1
"483" "10451_1" 1 1 1 0 1 1
"484" "10452_1" 1 1 1 0 1 1
"485" "10453_1" 1 1 1 0 1 1
"486" "10454_3" 3 22 22 0 1 5.22222222222222
"487" "10455_14" 14 16 16 0 1 1.0952380952381
"488" "10456_42" 42 237 163 74 0.687763713080169 3.50793650793651
"489" "10457_2" 2 3 3 0 1 1.33333333333333
"490" "10458_4" 4 47 47 0 1 8.16666666666667
"491" "10459_21" 21 23 23 0 1 1.06349206349206
"492" "1046_2" 2 13 12 1 0.923076923076923 4.5
"493" "10460_2" 2 2 2 0 1 1
"494" "10461_1" 1 1 1 0 1 1
"495" "10462_2" 2 2 2 0 1 1
"496" "10463_1" 1 1 1 0 1 1
"497" "10464_1" 1 1 1 0 1 1
"498" "10465_1" 1 1 1 0 1 1
"499" "10466_1" 1 1 1 0 1 1
"500" "10467_4" 4 5 5 0 1 1.16666666666667
"501" "10468_3" 3 3 3 0 1 1
"502" "10469_1" 1 1 1 0 1 1
"503" "1047_2" 2 46 46 0 1 15.6666666666667
"504" "10470_2" 2 2 2 0 1 1
"505" "10471_2" 2 2 2 0 1 1
"506" "10472_1" 1 1 1 0 1 1
"507" "10473_2" 2 3 2 1 0.666666666666667 1.16666666666667
"508" "10474_1" 1 1 1 0 1 1
"509" "10475_32" 32 76 75 1 0.986842105263158 1.90625
"510" "10476_1" 1 13 9 4 0.692307692307692 7.66666666666667
"511" "10477_23" 23 52 52 0 1 1.84057971014493
"512" "10478_43" 43 43 43 0 1 1
"513" "10479_2" 2 6 6 0 1 2.33333333333333
"514" "1048_4" 4 7 7 0 1 1.5
"515" "10480_1" 1 1 1 0 1 1
"516" "10481_1" 1 1 1 0 1 1
"517" "10482_1" 1 1 1 0 1 1
"518" "10483_1" 1 46 46 0 1 31
"519" "10484_1" 1 1 1 0 1 1
"520" "10485_4" 4 4 4 0 1 1
"521" "10486_1" 1 2 2 0 1 1.66666666666667
"522" "10487_2" 2 2 2 0 1 1
"523" "10488_2" 2 7 6 1 0.857142857142857 2.5
"524" "10489_1" 1 1 1 0 1 1
"525" "1049_4" 4 4 4 0 1 1
"526" "10490_2" 2 2 2 0 1 1
"527" "10491_2" 2 2 2 0 1 1
"528" "10492_2" 2 2 2 0 1 1
"529" "10493_1" 1 1 1 0 1 1
"530" "10494_2" 2 4 4 0 1 1.66666666666667
"531" "10495_2" 2 3 3 0 1 1.33333333333333
"532" "10496_1" 1 1 1 0 1 1
"533" "10497_2" 2 2 2 0 1 1
"534" "10498_7" 7 9 9 0 1 1.19047619047619
"535" "10499_30" 30 30 30 0 1 1
"536" "105_1" 1 1 1 0 1 1
"537" "1050_1" 1 1 1 0 1 1
"538" "10500_2" 2 3 3 0 1 1.33333333333333
"539" "10501_2" 2 4 4 0 1 1.66666666666667
"540" "10502_3" 3 44 44 0 1 10.1111111111111
"541" "10505_1" 1 1 1 0 1 1
"542" "10506_3" 3 26 26 0 1 6.11111111111111
"543" "10507_28" 28 107 104 3 0.97196261682243 2.8452380952381
"544" "10508_1" 1 1 1 0 1 1
"545" "10509_2" 2 3 3 0 1 1.33333333333333
"546" "1051_3" 3 3 3 0 1 1
"547" "10510_1" 1 1 1 0 1 1
"548" "10511_1" 1 1 1 0 1 1
"549" "10512_44" 44 45 45 0 1 1.01515151515152
"550" "10513_50" 50 63 63 0 1 1.17333333333333
"551" "10514_1" 1 1 1 0 1 1
"552" "10515_7" 7 9 9 0 1 1.19047619047619
"553" "10516_7" 7 11 11 0 1 1.38095238095238
"554" "10517_2" 2 2 2 0 1 1
"555" "10518_1" 1 5 5 0 1 3.66666666666667
"556" "10519_1" 1 1 1 0 1 1
"557" "1052_1" 1 1 1 0 1 1
"558" "10520_1" 1 1 1 0 1 1
"559" "10521_3" 3 4 4 0 1 1.22222222222222
